"timestamp","device_id","max_co","min_co","max_humidity","min_humidity","max_lpg","min_lpg","max_smoke","min_smoke","max_temperature","min_temperature"
"2020-07-13 17:00:00","00:0f:00:70:91:0a","0.0049715393","0.0049020952","76.1","56.5","0.0076681501","0.0075905846","0.0204606981","0.0202396621","19.3","19.0"
"2020-07-13 17:00:00","1c:bf:ce:15:ec:4d","0.0042500383","0.0041649898","62.9","60.7","0.0068459393","0.0067465309","0.0181260634","0.0178450671","25.0","24.4"
"2020-07-13 17:00:00","b8:27:eb:bf:9d:51","0.0052029771","0.0051004861","52.4","48.8","0.0079248378","0.0078116007","0.0211930927","0.0208697772","22.5","21.6"
"2020-07-13 18:00:00","00:0f:00:70:91:0a","0.0049183331","0.0047793116","75.5","73.4","0.0076087570","0.0074524820","0.0202914293","0.0198466047","19.7","18.9"
"2020-07-13 18:00:00","1c:bf:ce:15:ec:4d","0.0042581797","0.0041703418","62.9","61.8","0.0068554026","0.0067527823","0.0181528396","0.0178627401","25.4","25.0"
"2020-07-13 18:00:00","b8:27:eb:bf:9d:51","0.0051152120","0.0050745471","51.3","48.4","0.0078279063","0.0077828438","0.0209163148","0.0207877203","22.7","21.8"
"2020-07-13 19:00:00","00:0f:00:70:91:0a","0.0048816707","0.0048068288","75.0","73.1","0.0075677057","0.0074835259","0.0201744984","0.0199349120","19.4","18.8"
"2020-07-13 19:00:00","1c:bf:ce:15:ec:4d","0.0043744093","0.0040479582","62.9","62.0","0.0069900996","0.0066088826","0.0185341666","0.0174564117","25.4","25.0"
"2020-07-13 19:00:00","b8:27:eb:bf:9d:51","0.0052835535","0.0051086004","69.0","48.2","0.0080134259","0.0078205849","0.0214462524","0.0208954193","22.5","21.6"
"2020-07-13 20:00:00","00:0f:00:70:91:0a","0.0049076061","0.0035195231","77.3","73.4","0.0075967388","0.0059728045","0.0202572001","0.0156678326","19.6","18.8"
"2020-07-13 20:00:00","1c:bf:ce:15:ec:4d","0.0041276091","0.0040322834","62.9","62.1","0.0067026240","0.0065903347","0.0177210646","0.0174040975","25.7","25.4"
"2020-07-13 20:00:00","b8:27:eb:bf:9d:51","0.0053007516","0.0051876354","68.3","48.2","0.0080322972","0.0079079273","0.0215002000","0.0211447897","22.7","21.9"
"2020-07-13 21:00:00","00:0f:00:70:91:0a","0.0039612176","0.0034840492","75.4","72.6","0.0065060232","0.0059291383","0.0171664077","0.0155455360","19.6","18.9"
"2020-07-13 21:00:00","1c:bf:ce:15:ec:4d","0.0042034383","0.0040089640","62.9","61.4","0.0067915474","0.0065627679","0.0179722761","0.0173263318","26.0","25.7"
"2020-07-13 21:00:00","b8:27:eb:bf:9d:51","0.0053219057","0.0052805064","51.1","47.7","0.0080554700","0.0080100848","0.0215664643","0.0214366998","22.8","21.9"
"2020-07-13 22:00:00","00:0f:00:70:91:0a","0.0041754353","0.0038833420","75.0","73.5","0.0067587728","0.0064132921","0.0178796546","0.0169051532","22.4","18.9"
"2020-07-13 22:00:00","1c:bf:ce:15:ec:4d","0.0040103661","0.0039577365","62.6","61.2","0.0065644267","0.0065019957","0.0173310107","0.0171550019","26.2","26.0"
"2020-07-13 22:00:00","b8:27:eb:bf:9d:51","0.0052899833","0.0052267416","50.5","47.3","0.0080204841","0.0079510036","0.0214664281","0.0212678477","22.9","22.0"
"2020-07-13 23:00:00","00:0f:00:70:91:0a","0.0042455679","0.0040257818","74.9","73.6","0.0068406244","0.0065824691","0.0181110850","0.0173819992","19.5","18.9"
"2020-07-13 23:00:00","1c:bf:ce:15:ec:4d","0.0040886168","0.0039548122","61.4","55.5","0.0066568388","0.0064985109","0.0175917499","0.0171451853","26.3","25.8"
"2020-07-13 23:00:00","b8:27:eb:bf:9d:51","0.0052403744","0.0052000256","50.1","47.3","0.0079660034","0.0079215891","0.0213107069","0.0211838110","23.0","22.2"
"2020-07-14 00:00:00","00:0f:00:70:91:0a","0.0042629204","0.0039672192","75.0","72.3","0.0068606303","0.0065131707","0.0181677741","0.0171865441","19.8","18.9"
"2020-07-14 00:00:00","1c:bf:ce:15:ec:4d","0.0041889683","0.0040729716","59.0","56.6","0.0067746185","0.0066383912","0.0179244315","0.0175396856","25.9","24.9"
"2020-07-14 00:00:00","b8:27:eb:bf:9d:51","0.0052463958","0.0052041797","49.8","47.3","0.0079726248","0.0079261623","0.0213296284","0.0211968768","23.1","22.2"
"2020-07-14 01:00:00","00:0f:00:70:91:0a","0.0041720973","0.0039230661","76.2","73.6","0.0067548517","0.0064607335","0.0178685807","0.0170387412","19.7","19.1"
"2020-07-14 01:00:00","1c:bf:ce:15:ec:4d","0.0045228476","0.0041857392","60.8","57.5","0.0071610786","0.0067708486","0.0190187337","0.0179137729","24.9","23.9"
"2020-07-14 01:00:00","b8:27:eb:bf:9d:51","0.0052134448","0.0051582317","62.9","46.9","0.0079363676","0.0078754785","0.0212260310","0.0210521222","23.2","22.6"
"2020-07-14 02:00:00","00:0f:00:70:91:0a","0.0041631931","0.0031629658","75.3","72.0","0.0067444372","0.0055285902","0.0178391457","0.0144263894","20.2","19.6"
"2020-07-14 02:00:00","1c:bf:ce:15:ec:4d","0.0048701416","0.0045054512","67.0","61.1","0.0075547655","0.0071411349","0.0201376550","0.0189621641","23.9","23.0"
"2020-07-14 02:00:00","b8:27:eb:bf:9d:51","0.0051914672","0.0049501136","67.6","46.8","0.0079121518","0.0076443005","0.0211568559","0.0203926931","23.2","22.7"
"2020-07-14 03:00:00","00:0f:00:70:91:0a","0.0033834571","0.0030569656","75.2","73.2","0.0058044338","0.0053940025","0.0151967169","0.0140515260","19.9","19.6"
